"","playlist.id","playlist.name","playlist.description","followers.total","owner.display_name","owner.uri","tracks.limit","tracks.total","playlist.extracteddate"
377,"37i9dQZEVXbJqdarpmTJDL","Top 50 - Greece","Your daily update of the most played tracks right now - Greece.",79470,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
378,"37i9dQZEVXbLy5tBFyQvd4","Top 50 - Guatemala","Your daily update of the most played tracks right now - Guatemala.",74607,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
379,"37i9dQZEVXbLwpL8TjsxOG","Top 50 - Hong Kong","Your daily update of the most played tracks right now - Hong Kong.",104853,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
380,"37i9dQZEVXbNHwMxAkvmF8","Top 50 - Hungary","Your daily update of the most played tracks right now - Hungary.",68365,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
381,"37i9dQZEVXbKMzVsSGQ49S","Top 50 - Iceland","Your daily update of the most played tracks right now - Iceland.",39725,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
382,"37i9dQZEVXbLZ52XmnySJg","Top 50 - India","Your daily update of the most played tracks right now - India.",351275,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
383,"37i9dQZEVXbObFQZ3JLcXt","Top 50 - Indonesia","Your daily update of the most played tracks right now - Indonesia.",621336,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
384,"37i9dQZEVXbKM896FDX8L1","Top 50 - Ireland","Your daily update of the most played tracks right now - Ireland.",239808,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
385,"37i9dQZEVXbJ6IpvItkve3","Top 50 - Israel","Your daily update of the most played tracks right now - Israel.",48657,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
386,"37i9dQZEVXbIQnj7RRhdSX","Top 50 - Italy","Your daily update of the most played tracks right now - Italy.",1025615,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
387,"37i9dQZEVXbKXQ4mDTEBXq","Top 50 - Japan","Your daily update of the most played tracks right now - Japan.",923279,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
388,"37i9dQZEVXbKGcyg6TFGx6","Top 50 - Luxembourg","Your daily update of the most played tracks right now - Luxembourg.",7355,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
389,"37i9dQZEVXbJlfUljuZExa","Top 50 - Malaysia","Your daily update of the most played tracks right now - Malaysia.",201386,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
390,"37i9dQZEVXbO3qyFxbkOE1","Top 50 - Mexico","Your daily update of the most played tracks right now - Mexico.",1559579,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
391,"37i9dQZEVXbJU9eQpX8gPT","Top 50 - Morocco","Your daily update of the most played tracks right now - Morocco.",24435,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
392,"37i9dQZEVXbKCF6dqVpDkS","Top 50 - Netherlands","Your daily update of the most played tracks right now - Netherlands.",903708,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
393,"37i9dQZEVXbM8SIrkERIYl","Top 50 - New Zealand","Your daily update of the most played tracks right now - New Zealand.",210688,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
394,"37i9dQZEVXbISk8kxnzfCq","Top 50 - Nicaragua","Your daily update of the most played tracks right now - Nicaragua.",15543,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
395,"37i9dQZEVXbJvfa0Yxg7E7","Top 50 - Norway","Your daily update of the most played tracks right now - Norway.",520437,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
396,"37i9dQZEVXbKypXHVwk1f0","Top 50 - Panama","Your daily update of the most played tracks right now - Panama.",93363,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
397,"37i9dQZEVXbJfdy5b0KP7W","Top 50 - Peru","Your daily update of the most played tracks right now - Peru.",448529,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
398,"37i9dQZEVXbNBz9cRCSFkY","Top 50 - Philippines","Your daily update of the most played tracks right now - Philippines.",1191816,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
399,"37i9dQZEVXbKyJS56d1pgi","Top 50 - Portugal","Your daily update of the most played tracks right now - Portugal.",195371,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
400,"37i9dQZEVXbNZbJ6TZelCq","Top 50 - Romania","Your daily update of the most played tracks right now - Romania.",27653,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
401,"37i9dQZEVXbLrQBcXqUtaC","Top 50 - Saudi Arabia","Your daily update of the most played tracks right now - Saudi Arabia.",5310,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
402,"37i9dQZEVXbK4gjvS1FjPY","Top 50 - Singapore","Your daily update of the most played tracks right now - Singapore.",129433,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
403,"37i9dQZEVXbKIVTPX9a2Sb","Top 50 - Slovakia","Your daily update of the most played tracks right now - Slovakia.",20408,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
404,"37i9dQZEVXbMH2jvi6jvjk","Top 50 - South Africa","Your daily update of the most played tracks right now - South Africa.",31107,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
405,"37i9dQZEVXbNxXF4SkHj9F","Top 50 - South Korea","Your daily update of the most played tracks right now - South Korea.",65278,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
406,"37i9dQZEVXbNFJfN1Vw8d9","Top 50 - Spain","Your daily update of the most played tracks right now - Spain.",1508335,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
407,"6zFJ2HTXC3d38AgpfcPGph","Top 50 - Suriname","Your weekly update of the most played tracks right now - Suriname.",102,"Spotify","spotify:user:by1zq46ly1v79bl16d296hy41",100,48,"2022-11-07"
408,"37i9dQZEVXbLoATJ81JYXz","Top 50 - Sweden","Your daily update of the most played tracks right now - Sweden.",601571,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
409,"37i9dQZEVXbJiyhoAPEfMK","Top 50 - Switzerland","Your daily update of the most played tracks right now - Switzerland.",119998,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
410,"37i9dQZEVXbMnZEatlMSiu","Top 50 - Taiwan","Your daily update of the most played tracks right now - Taiwan.",197547,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
411,"37i9dQZEVXbMnz8KIWsvf9","Top 50 - Thailand","Your daily update of the most played tracks right now - Thailand.",132543,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
412,"37i9dQZEVXbIVYVBNw9D5K","Top 50 - Turkey","Your daily update of the most played tracks right now - Turkey.",777399,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
413,"37i9dQZEVXbM4UZuIrvHvA","Top 50 - UAE","Your daily update of the most played tracks right now - UAE.",2805,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
414,"37i9dQZEVXbLRQDuF5jeBp","Top 50 - USA","Your daily update of the most played tracks right now - USA.",3414062,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
415,"37i9dQZEVXbKkidEfWYRuD","Top 50 - Ukraine","Your daily update of the most played tracks right now - Ukraine.",20206,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
416,"37i9dQZEVXbLnolsZ8PSNw","Top 50 - United Kingdom","Your daily update of the most played tracks right now - United Kingdom.",2180126,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
417,"37i9dQZEVXbLdGSmz6xilI","Top 50 - Vietnam","Your daily update of the most played tracks right now - Vietnam.",75394,"Spotify","spotify:user:spotify",100,50,"2022-11-07"
418,"3seAKhZ9QXirBjL9lazOi4","Top 50 - Zimbabwe","Top Fresh Music Playlist. Updated Daily, refreshed every Saturday! Trending 2022 Trends Only! Vibes all way! @llermaz",65,"Spotify","spotify:user:31p7pd2zove76npybdfyl5b3gywm",100,51,"2022-11-07"
419,"5atgcoJ9pDa39CzCYdXkRi","Top 50 Polska","Twoja codzienna dawka aktualnie najpopularniejszych utworów w Polsce.",756,"Spotify","spotify:user:2156hfddk45dmqcy372ryrvzi",100,50,"2022-11-07"
420,"37i9dQZEVXbMMy2roB9myp","Top 50 - Argentina","Your daily update of the most played tracks right now - Argentina.",1265764,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
421,"37i9dQZEVXbJPcfkRz0wJ0","Top 50 - Australia","Your daily update of the most played tracks right now - Australia.",807893,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
422,"37i9dQZEVXbKNHh6NIXu36","Top 50 - Austria","Your daily update of the most played tracks right now - Austria.",117966,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
423,"37i9dQZEVXbJNSeeHswcKB","Top 50 - Belgium","Your daily update of the most played tracks right now - Belgium.",267697,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
424,"37i9dQZEVXbJqfMFK4d691","Top 50 - Bolivia","Your daily update of the most played tracks right now - Bolivia.",91453,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
425,"37i9dQZEVXbMXbN3EUUhlg","Top 50 - Brazil","Your daily update of the most played tracks right now - Brazil.",3201867,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
426,"37i9dQZEVXbKj23U1GF4IR","Top 50 - Canada","Your daily update of the most played tracks right now - Canada.",332462,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
427,"37i9dQZEVXbL0GavIqMTeb","Top 50 - Chile","Your daily update of the most played tracks right now - Chile.",502720,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
428,"37i9dQZEVXbOa2lmxNORXQ","Top 50 - Colombia","Your daily update of the most played tracks right now - Colombia.",771198,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
429,"37i9dQZEVXbMZAjGMynsQX","Top 50 - Costa Rica","Your daily update of the most played tracks right now - Costa Rica.",138924,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
430,"37i9dQZEVXbL3J0k32lWnN","Top 50 - Denmark","Your daily update of the most played tracks right now - Denmark.",192795,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
431,"37i9dQZEVXbJlM6nvL1nD1","Top 50 - Ecuador","Your daily update of the most played tracks right now - Ecuador.",168794,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
432,"37i9dQZEVXbLesry2Qw2xS","Top 50 - Estonia","Your daily update of the most played tracks right now - Estonia.",16940,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
433,"37i9dQZEVXbMxcczTSoGwZ","Top 50 - Finland","Your daily update of the most played tracks right now - Finland.",131520,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
434,"37i9dQZEVXbIPWwFssbupI","Top 50 - France","Your daily update of the most played tracks right now - France.",816923,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
435,"37i9dQZEVXbJiZcmkrIHGU","Top 50 - Germany","Your daily update of the most played tracks right now - Germany.",2130053,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
436,"37i9dQZEVXbMDoHDwVN2tF","Top 50 - Global","Your daily update of the most played tracks right now - Global.",17010050,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
437,"37i9dQZEVXbJqdarpmTJDL","Top 50 - Greece","Your daily update of the most played tracks right now - Greece.",79485,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
438,"37i9dQZEVXbLy5tBFyQvd4","Top 50 - Guatemala","Your daily update of the most played tracks right now - Guatemala.",74616,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
439,"37i9dQZEVXbLwpL8TjsxOG","Top 50 - Hong Kong","Your daily update of the most played tracks right now - Hong Kong.",104875,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
440,"37i9dQZEVXbNHwMxAkvmF8","Top 50 - Hungary","Your daily update of the most played tracks right now - Hungary.",68368,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
441,"37i9dQZEVXbKMzVsSGQ49S","Top 50 - Iceland","Your daily update of the most played tracks right now - Iceland.",39730,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
442,"37i9dQZEVXbLZ52XmnySJg","Top 50 - India","Your daily update of the most played tracks right now - India.",351458,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
443,"37i9dQZEVXbObFQZ3JLcXt","Top 50 - Indonesia","Your daily update of the most played tracks right now - Indonesia.",621453,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
444,"37i9dQZEVXbKM896FDX8L1","Top 50 - Ireland","Your daily update of the most played tracks right now - Ireland.",239812,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
445,"37i9dQZEVXbJ6IpvItkve3","Top 50 - Israel","Your daily update of the most played tracks right now - Israel.",48668,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
446,"37i9dQZEVXbIQnj7RRhdSX","Top 50 - Italy","Your daily update of the most played tracks right now - Italy.",1025691,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
447,"37i9dQZEVXbKXQ4mDTEBXq","Top 50 - Japan","Your daily update of the most played tracks right now - Japan.",923717,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
448,"37i9dQZEVXbKGcyg6TFGx6","Top 50 - Luxembourg","Your daily update of the most played tracks right now - Luxembourg.",7356,"Spotify","spotify:user:spotify",100,34,"2022-11-08"
449,"37i9dQZEVXbJlfUljuZExa","Top 50 - Malaysia","Your daily update of the most played tracks right now - Malaysia.",201397,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
450,"37i9dQZEVXbO3qyFxbkOE1","Top 50 - Mexico","Your daily update of the most played tracks right now - Mexico.",1559835,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
451,"37i9dQZEVXbJU9eQpX8gPT","Top 50 - Morocco","Your daily update of the most played tracks right now - Morocco.",24466,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
452,"37i9dQZEVXbKCF6dqVpDkS","Top 50 - Netherlands","Your daily update of the most played tracks right now - Netherlands.",903693,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
453,"37i9dQZEVXbM8SIrkERIYl","Top 50 - New Zealand","Your daily update of the most played tracks right now - New Zealand.",210675,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
454,"37i9dQZEVXbISk8kxnzfCq","Top 50 - Nicaragua","Your daily update of the most played tracks right now - Nicaragua.",15545,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
455,"37i9dQZEVXbJvfa0Yxg7E7","Top 50 - Norway","Your daily update of the most played tracks right now - Norway.",520458,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
456,"37i9dQZEVXbKypXHVwk1f0","Top 50 - Panama","Your daily update of the most played tracks right now - Panama.",93367,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
457,"37i9dQZEVXbJfdy5b0KP7W","Top 50 - Peru","Your daily update of the most played tracks right now - Peru.",448563,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
458,"37i9dQZEVXbNBz9cRCSFkY","Top 50 - Philippines","Your daily update of the most played tracks right now - Philippines.",1191933,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
459,"37i9dQZEVXbKyJS56d1pgi","Top 50 - Portugal","Your daily update of the most played tracks right now - Portugal.",195397,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
460,"37i9dQZEVXbNZbJ6TZelCq","Top 50 - Romania","Your daily update of the most played tracks right now - Romania.",27660,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
461,"37i9dQZEVXbLrQBcXqUtaC","Top 50 - Saudi Arabia","Your daily update of the most played tracks right now - Saudi Arabia.",5318,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
462,"37i9dQZEVXbK4gjvS1FjPY","Top 50 - Singapore","Your daily update of the most played tracks right now - Singapore.",129442,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
463,"37i9dQZEVXbKIVTPX9a2Sb","Top 50 - Slovakia","Your daily update of the most played tracks right now - Slovakia.",20408,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
464,"37i9dQZEVXbMH2jvi6jvjk","Top 50 - South Africa","Your daily update of the most played tracks right now - South Africa.",31113,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
465,"37i9dQZEVXbNxXF4SkHj9F","Top 50 - South Korea","Your daily update of the most played tracks right now - South Korea.",65368,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
466,"37i9dQZEVXbNFJfN1Vw8d9","Top 50 - Spain","Your daily update of the most played tracks right now - Spain.",1508596,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
467,"6zFJ2HTXC3d38AgpfcPGph","Top 50 - Suriname","Your weekly update of the most played tracks right now - Suriname.",102,"Spotify","spotify:user:by1zq46ly1v79bl16d296hy41",100,48,"2022-11-08"
468,"37i9dQZEVXbLoATJ81JYXz","Top 50 - Sweden","Your daily update of the most played tracks right now - Sweden.",601598,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
469,"37i9dQZEVXbJiyhoAPEfMK","Top 50 - Switzerland","Your daily update of the most played tracks right now - Switzerland.",120005,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
470,"37i9dQZEVXbMnZEatlMSiu","Top 50 - Taiwan","Your daily update of the most played tracks right now - Taiwan.",197583,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
471,"37i9dQZEVXbMnz8KIWsvf9","Top 50 - Thailand","Your daily update of the most played tracks right now - Thailand.",132588,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
472,"37i9dQZEVXbIVYVBNw9D5K","Top 50 - Turkey","Your daily update of the most played tracks right now - Turkey.",777429,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
473,"37i9dQZEVXbM4UZuIrvHvA","Top 50 - UAE","Your daily update of the most played tracks right now - UAE.",2756,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
474,"37i9dQZEVXbLRQDuF5jeBp","Top 50 - USA","Your daily update of the most played tracks right now - USA.",3413923,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
475,"37i9dQZEVXbKkidEfWYRuD","Top 50 - Ukraine","Your daily update of the most played tracks right now - Ukraine.",20210,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
476,"37i9dQZEVXbLnolsZ8PSNw","Top 50 - United Kingdom","Your daily update of the most played tracks right now - United Kingdom.",2180042,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
477,"37i9dQZEVXbLdGSmz6xilI","Top 50 - Vietnam","Your daily update of the most played tracks right now - Vietnam.",75409,"Spotify","spotify:user:spotify",100,50,"2022-11-08"
478,"3seAKhZ9QXirBjL9lazOi4","Top 50 - Zimbabwe","Top Fresh Music Playlist. Updated Daily, refreshed every Saturday! Trending 2022 Trends Only! Vibes all way! @llermaz",65,"Spotify","spotify:user:31p7pd2zove76npybdfyl5b3gywm",100,51,"2022-11-08"
479,"5atgcoJ9pDa39CzCYdXkRi","Top 50 Polska","Twoja codzienna dawka aktualnie najpopularniejszych utworów w Polsce.",758,"Spotify","spotify:user:2156hfddk45dmqcy372ryrvzi",100,50,"2022-11-08"
480,"37i9dQZEVXbMMy2roB9myp","Top 50 - Argentina","Your daily update of the most played tracks right now - Argentina.",1266066,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
481,"37i9dQZEVXbJPcfkRz0wJ0","Top 50 - Australia","Your daily update of the most played tracks right now - Australia.",807918,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
482,"37i9dQZEVXbKNHh6NIXu36","Top 50 - Austria","Your daily update of the most played tracks right now - Austria.",117960,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
483,"37i9dQZEVXbJNSeeHswcKB","Top 50 - Belgium","Your daily update of the most played tracks right now - Belgium.",267707,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
484,"37i9dQZEVXbJqfMFK4d691","Top 50 - Bolivia","Your daily update of the most played tracks right now - Bolivia.",91472,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
485,"37i9dQZEVXbMXbN3EUUhlg","Top 50 - Brazil","Your daily update of the most played tracks right now - Brazil.",3202104,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
486,"37i9dQZEVXbKj23U1GF4IR","Top 50 - Canada","Your daily update of the most played tracks right now - Canada.",332466,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
487,"37i9dQZEVXbL0GavIqMTeb","Top 50 - Chile","Your daily update of the most played tracks right now - Chile.",502888,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
488,"37i9dQZEVXbOa2lmxNORXQ","Top 50 - Colombia","Your daily update of the most played tracks right now - Colombia.",771355,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
489,"37i9dQZEVXbMZAjGMynsQX","Top 50 - Costa Rica","Your daily update of the most played tracks right now - Costa Rica.",138934,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
490,"37i9dQZEVXbL3J0k32lWnN","Top 50 - Denmark","Your daily update of the most played tracks right now - Denmark.",192804,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
491,"37i9dQZEVXbJlM6nvL1nD1","Top 50 - Ecuador","Your daily update of the most played tracks right now - Ecuador.",168815,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
492,"37i9dQZEVXbLesry2Qw2xS","Top 50 - Estonia","Your daily update of the most played tracks right now - Estonia.",16940,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
493,"37i9dQZEVXbMxcczTSoGwZ","Top 50 - Finland","Your daily update of the most played tracks right now - Finland.",131552,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
494,"37i9dQZEVXbIPWwFssbupI","Top 50 - France","Your daily update of the most played tracks right now - France.",817009,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
495,"37i9dQZEVXbJiZcmkrIHGU","Top 50 - Germany","Your daily update of the most played tracks right now - Germany.",2130072,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
496,"37i9dQZEVXbMDoHDwVN2tF","Top 50 - Global","Your daily update of the most played tracks right now - Global.",17010515,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
497,"37i9dQZEVXbJqdarpmTJDL","Top 50 - Greece","Your daily update of the most played tracks right now - Greece.",79507,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
498,"37i9dQZEVXbLy5tBFyQvd4","Top 50 - Guatemala","Your daily update of the most played tracks right now - Guatemala.",74634,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
499,"37i9dQZEVXbLwpL8TjsxOG","Top 50 - Hong Kong","Your daily update of the most played tracks right now - Hong Kong.",104899,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
500,"37i9dQZEVXbNHwMxAkvmF8","Top 50 - Hungary","Your daily update of the most played tracks right now - Hungary.",68385,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
501,"37i9dQZEVXbKMzVsSGQ49S","Top 50 - Iceland","Your daily update of the most played tracks right now - Iceland.",39733,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
502,"37i9dQZEVXbLZ52XmnySJg","Top 50 - India","Your daily update of the most played tracks right now - India.",351670,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
503,"37i9dQZEVXbObFQZ3JLcXt","Top 50 - Indonesia","Your daily update of the most played tracks right now - Indonesia.",621597,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
504,"37i9dQZEVXbKM896FDX8L1","Top 50 - Ireland","Your daily update of the most played tracks right now - Ireland.",239814,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
505,"37i9dQZEVXbJ6IpvItkve3","Top 50 - Israel","Your daily update of the most played tracks right now - Israel.",48683,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
506,"37i9dQZEVXbIQnj7RRhdSX","Top 50 - Italy","Your daily update of the most played tracks right now - Italy.",1025814,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
507,"37i9dQZEVXbKXQ4mDTEBXq","Top 50 - Japan","Your daily update of the most played tracks right now - Japan.",924216,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
508,"37i9dQZEVXbKGcyg6TFGx6","Top 50 - Luxembourg","Your daily update of the most played tracks right now - Luxembourg.",7357,"Spotify","spotify:user:spotify",100,47,"2022-11-09"
509,"37i9dQZEVXbJlfUljuZExa","Top 50 - Malaysia","Your daily update of the most played tracks right now - Malaysia.",201422,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
510,"37i9dQZEVXbO3qyFxbkOE1","Top 50 - Mexico","Your daily update of the most played tracks right now - Mexico.",1560152,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
511,"37i9dQZEVXbJU9eQpX8gPT","Top 50 - Morocco","Your daily update of the most played tracks right now - Morocco.",24489,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
512,"37i9dQZEVXbKCF6dqVpDkS","Top 50 - Netherlands","Your daily update of the most played tracks right now - Netherlands.",903699,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
513,"37i9dQZEVXbM8SIrkERIYl","Top 50 - New Zealand","Your daily update of the most played tracks right now - New Zealand.",210686,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
514,"37i9dQZEVXbISk8kxnzfCq","Top 50 - Nicaragua","Your daily update of the most played tracks right now - Nicaragua.",15549,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
515,"37i9dQZEVXbJvfa0Yxg7E7","Top 50 - Norway","Your daily update of the most played tracks right now - Norway.",520508,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
516,"37i9dQZEVXbKypXHVwk1f0","Top 50 - Panama","Your daily update of the most played tracks right now - Panama.",93376,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
517,"37i9dQZEVXbJfdy5b0KP7W","Top 50 - Peru","Your daily update of the most played tracks right now - Peru.",448594,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
518,"37i9dQZEVXbNBz9cRCSFkY","Top 50 - Philippines","Your daily update of the most played tracks right now - Philippines.",1192085,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
519,"37i9dQZEVXbKyJS56d1pgi","Top 50 - Portugal","Your daily update of the most played tracks right now - Portugal.",195423,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
520,"37i9dQZEVXbNZbJ6TZelCq","Top 50 - Romania","Your daily update of the most played tracks right now - Romania.",27676,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
521,"37i9dQZEVXbLrQBcXqUtaC","Top 50 - Saudi Arabia","Your daily update of the most played tracks right now - Saudi Arabia.",5324,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
522,"37i9dQZEVXbK4gjvS1FjPY","Top 50 - Singapore","Your daily update of the most played tracks right now - Singapore.",129448,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
523,"37i9dQZEVXbKIVTPX9a2Sb","Top 50 - Slovakia","Your daily update of the most played tracks right now - Slovakia.",20410,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
524,"37i9dQZEVXbMH2jvi6jvjk","Top 50 - South Africa","Your daily update of the most played tracks right now - South Africa.",31122,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
525,"37i9dQZEVXbNxXF4SkHj9F","Top 50 - South Korea","Your daily update of the most played tracks right now - South Korea.",65441,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
526,"37i9dQZEVXbNFJfN1Vw8d9","Top 50 - Spain","Your daily update of the most played tracks right now - Spain.",1508927,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
527,"6zFJ2HTXC3d38AgpfcPGph","Top 50 - Suriname","Your weekly update of the most played tracks right now - Suriname.",104,"Spotify","spotify:user:by1zq46ly1v79bl16d296hy41",100,48,"2022-11-09"
528,"37i9dQZEVXbLoATJ81JYXz","Top 50 - Sweden","Your daily update of the most played tracks right now - Sweden.",601650,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
529,"37i9dQZEVXbJiyhoAPEfMK","Top 50 - Switzerland","Your daily update of the most played tracks right now - Switzerland.",120010,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
530,"37i9dQZEVXbMnZEatlMSiu","Top 50 - Taiwan","Your daily update of the most played tracks right now - Taiwan.",197629,"Spotify","spotify:user:spotify",100,50,"2022-11-09"
