"","playlist.id","playlist.name","playlist.description","followers.total","owner.display_name","owner.uri","tracks.limit","tracks.total","playlist.extracteddate"
859,"37i9dQZEVXbLwpL8TjsxOG","Top 50 - Hong Kong","Your daily update of the most played tracks right now - Hong Kong.",105065,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
860,"37i9dQZEVXbNHwMxAkvmF8","Top 50 - Hungary","Your daily update of the most played tracks right now - Hungary.",68447,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
861,"37i9dQZEVXbKMzVsSGQ49S","Top 50 - Iceland","Your daily update of the most played tracks right now - Iceland.",39761,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
862,"37i9dQZEVXbLZ52XmnySJg","Top 50 - India","Your daily update of the most played tracks right now - India.",353130,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
863,"37i9dQZEVXbObFQZ3JLcXt","Top 50 - Indonesia","Your daily update of the most played tracks right now - Indonesia.",622755,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
864,"37i9dQZEVXbKM896FDX8L1","Top 50 - Ireland","Your daily update of the most played tracks right now - Ireland.",239852,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
865,"37i9dQZEVXbJ6IpvItkve3","Top 50 - Israel","Your daily update of the most played tracks right now - Israel.",48778,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
866,"37i9dQZEVXbIQnj7RRhdSX","Top 50 - Italy","Your daily update of the most played tracks right now - Italy.",1026579,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
867,"37i9dQZEVXbKXQ4mDTEBXq","Top 50 - Japan","Your daily update of the most played tracks right now - Japan.",928059,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
868,"37i9dQZEVXbKGcyg6TFGx6","Top 50 - Luxembourg","Your daily update of the most played tracks right now - Luxembourg.",7371,"Spotify","spotify:user:spotify",100,26,"2022-11-15"
869,"37i9dQZEVXbJlfUljuZExa","Top 50 - Malaysia","Your daily update of the most played tracks right now - Malaysia.",201625,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
870,"37i9dQZEVXbO3qyFxbkOE1","Top 50 - Mexico","Your daily update of the most played tracks right now - Mexico.",1562533,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
871,"37i9dQZEVXbJU9eQpX8gPT","Top 50 - Morocco","Your daily update of the most played tracks right now - Morocco.",24718,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
872,"37i9dQZEVXbKCF6dqVpDkS","Top 50 - Netherlands","Your daily update of the most played tracks right now - Netherlands.",903890,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
873,"37i9dQZEVXbM8SIrkERIYl","Top 50 - New Zealand","Your daily update of the most played tracks right now - New Zealand.",210747,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
874,"37i9dQZEVXbISk8kxnzfCq","Top 50 - Nicaragua","Your daily update of the most played tracks right now - Nicaragua.",15584,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
875,"37i9dQZEVXbJvfa0Yxg7E7","Top 50 - Norway","Your daily update of the most played tracks right now - Norway.",520932,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
876,"37i9dQZEVXbKypXHVwk1f0","Top 50 - Panama","Your daily update of the most played tracks right now - Panama.",93424,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
877,"37i9dQZEVXbJfdy5b0KP7W","Top 50 - Peru","Your daily update of the most played tracks right now - Peru.",448955,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
878,"37i9dQZEVXbNBz9cRCSFkY","Top 50 - Philippines","Your daily update of the most played tracks right now - Philippines.",1193156,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
879,"37i9dQZEVXbKyJS56d1pgi","Top 50 - Portugal","Your daily update of the most played tracks right now - Portugal.",195660,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
880,"37i9dQZEVXbNZbJ6TZelCq","Top 50 - Romania","Your daily update of the most played tracks right now - Romania.",27760,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
881,"37i9dQZEVXbLrQBcXqUtaC","Top 50 - Saudi Arabia","Your daily update of the most played tracks right now - Saudi Arabia.",5366,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
882,"37i9dQZEVXbK4gjvS1FjPY","Top 50 - Singapore","Your daily update of the most played tracks right now - Singapore.",129554,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
883,"37i9dQZEVXbKIVTPX9a2Sb","Top 50 - Slovakia","Your daily update of the most played tracks right now - Slovakia.",20419,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
884,"37i9dQZEVXbMH2jvi6jvjk","Top 50 - South Africa","Your daily update of the most played tracks right now - South Africa.",31187,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
885,"37i9dQZEVXbNxXF4SkHj9F","Top 50 - South Korea","Your daily update of the most played tracks right now - South Korea.",65957,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
886,"37i9dQZEVXbNFJfN1Vw8d9","Top 50 - Spain","Your daily update of the most played tracks right now - Spain.",1510669,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
887,"6zFJ2HTXC3d38AgpfcPGph","Top 50 - Suriname","Your weekly update of the most played tracks right now - Suriname.",105,"Spotify","spotify:user:by1zq46ly1v79bl16d296hy41",100,48,"2022-11-15"
888,"37i9dQZEVXbLoATJ81JYXz","Top 50 - Sweden","Your daily update of the most played tracks right now - Sweden.",602123,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
889,"37i9dQZEVXbJiyhoAPEfMK","Top 50 - Switzerland","Your daily update of the most played tracks right now - Switzerland.",120070,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
890,"37i9dQZEVXbMnZEatlMSiu","Top 50 - Taiwan","Your daily update of the most played tracks right now - Taiwan.",197895,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
891,"37i9dQZEVXbMnz8KIWsvf9","Top 50 - Thailand","Your daily update of the most played tracks right now - Thailand.",133045,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
892,"37i9dQZEVXbIVYVBNw9D5K","Top 50 - Turkey","Your daily update of the most played tracks right now - Turkey.",778242,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
893,"37i9dQZEVXbM4UZuIrvHvA","Top 50 - UAE","Your daily update of the most played tracks right now - UAE.",2727,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
894,"37i9dQZEVXbLRQDuF5jeBp","Top 50 - USA","Your daily update of the most played tracks right now - USA.",3414015,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
895,"37i9dQZEVXbKkidEfWYRuD","Top 50 - Ukraine","Your daily update of the most played tracks right now - Ukraine.",20372,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
896,"37i9dQZEVXbLnolsZ8PSNw","Top 50 - United Kingdom","Your daily update of the most played tracks right now - United Kingdom.",2180057,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
897,"37i9dQZEVXbLdGSmz6xilI","Top 50 - Vietnam","Your daily update of the most played tracks right now - Vietnam.",75626,"Spotify","spotify:user:spotify",100,50,"2022-11-15"
898,"5atgcoJ9pDa39CzCYdXkRi","Top 50 Polska","Twoja codzienna dawka aktualnie najpopularniejszych utworów w Polsce.",757,"Spotify","spotify:user:2156hfddk45dmqcy372ryrvzi",100,50,"2022-11-15"
899,"3seAKhZ9QXirBjL9lazOi4","Top 50+ Zimbabwe","Top Fresh Music Playlist. Updated Daily, refreshed every Saturday! Trending 2022 Trends Only! Vibes all way! @llermaz",83,"Spotify","spotify:user:31p7pd2zove76npybdfyl5b3gywm",100,252,"2022-11-15"
900,"37i9dQZEVXbMMy2roB9myp","Top 50 - Argentina","Your daily update of the most played tracks right now - Argentina.",1270097,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
901,"37i9dQZEVXbJPcfkRz0wJ0","Top 50 - Australia","Your daily update of the most played tracks right now - Australia.",808228,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
902,"37i9dQZEVXbKNHh6NIXu36","Top 50 - Austria","Your daily update of the most played tracks right now - Austria.",117997,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
903,"37i9dQZEVXbJNSeeHswcKB","Top 50 - Belgium","Your daily update of the most played tracks right now - Belgium.",267828,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
904,"37i9dQZEVXbJqfMFK4d691","Top 50 - Bolivia","Your daily update of the most played tracks right now - Bolivia.",91615,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
905,"37i9dQZEVXbMXbN3EUUhlg","Top 50 - Brazil","Your daily update of the most played tracks right now - Brazil.",3206556,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
906,"37i9dQZEVXbKj23U1GF4IR","Top 50 - Canada","Your daily update of the most played tracks right now - Canada.",332481,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
907,"37i9dQZEVXbL0GavIqMTeb","Top 50 - Chile","Your daily update of the most played tracks right now - Chile.",504228,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
908,"37i9dQZEVXbOa2lmxNORXQ","Top 50 - Colombia","Your daily update of the most played tracks right now - Colombia.",772792,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
909,"37i9dQZEVXbMZAjGMynsQX","Top 50 - Costa Rica","Your daily update of the most played tracks right now - Costa Rica.",139120,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
910,"37i9dQZEVXbL3J0k32lWnN","Top 50 - Denmark","Your daily update of the most played tracks right now - Denmark.",193038,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
911,"37i9dQZEVXbJlM6nvL1nD1","Top 50 - Ecuador","Your daily update of the most played tracks right now - Ecuador.",169044,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
912,"37i9dQZEVXbLesry2Qw2xS","Top 50 - Estonia","Your daily update of the most played tracks right now - Estonia.",16964,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
913,"37i9dQZEVXbMxcczTSoGwZ","Top 50 - Finland","Your daily update of the most played tracks right now - Finland.",131851,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
914,"37i9dQZEVXbIPWwFssbupI","Top 50 - France","Your daily update of the most played tracks right now - France.",817441,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
915,"37i9dQZEVXbJiZcmkrIHGU","Top 50 - Germany","Your daily update of the most played tracks right now - Germany.",2130722,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
916,"37i9dQZEVXbMDoHDwVN2tF","Top 50 - Global","Your daily update of the most played tracks right now - Global.",17016818,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
917,"37i9dQZEVXbJqdarpmTJDL","Top 50 - Greece","Your daily update of the most played tracks right now - Greece.",79763,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
918,"37i9dQZEVXbLy5tBFyQvd4","Top 50 - Guatemala","Your daily update of the most played tracks right now - Guatemala.",74736,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
919,"37i9dQZEVXbLwpL8TjsxOG","Top 50 - Hong Kong","Your daily update of the most played tracks right now - Hong Kong.",105095,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
920,"37i9dQZEVXbNHwMxAkvmF8","Top 50 - Hungary","Your daily update of the most played tracks right now - Hungary.",68451,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
921,"37i9dQZEVXbKMzVsSGQ49S","Top 50 - Iceland","Your daily update of the most played tracks right now - Iceland.",39762,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
922,"37i9dQZEVXbLZ52XmnySJg","Top 50 - India","Your daily update of the most played tracks right now - India.",353342,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
923,"37i9dQZEVXbObFQZ3JLcXt","Top 50 - Indonesia","Your daily update of the most played tracks right now - Indonesia.",622921,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
924,"37i9dQZEVXbKM896FDX8L1","Top 50 - Ireland","Your daily update of the most played tracks right now - Ireland.",239848,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
925,"37i9dQZEVXbJ6IpvItkve3","Top 50 - Israel","Your daily update of the most played tracks right now - Israel.",48796,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
926,"37i9dQZEVXbIQnj7RRhdSX","Top 50 - Italy","Your daily update of the most played tracks right now - Italy.",1026642,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
927,"37i9dQZEVXbKXQ4mDTEBXq","Top 50 - Japan","Your daily update of the most played tracks right now - Japan.",928671,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
928,"37i9dQZEVXbKGcyg6TFGx6","Top 50 - Luxembourg","Your daily update of the most played tracks right now - Luxembourg.",7368,"Spotify","spotify:user:spotify",100,40,"2022-11-16"
929,"37i9dQZEVXbJlfUljuZExa","Top 50 - Malaysia","Your daily update of the most played tracks right now - Malaysia.",201630,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
930,"37i9dQZEVXbO3qyFxbkOE1","Top 50 - Mexico","Your daily update of the most played tracks right now - Mexico.",1562811,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
931,"37i9dQZEVXbJU9eQpX8gPT","Top 50 - Morocco","Your daily update of the most played tracks right now - Morocco.",24779,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
932,"37i9dQZEVXbKCF6dqVpDkS","Top 50 - Netherlands","Your daily update of the most played tracks right now - Netherlands.",903888,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
933,"37i9dQZEVXbM8SIrkERIYl","Top 50 - New Zealand","Your daily update of the most played tracks right now - New Zealand.",210746,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
934,"37i9dQZEVXbISk8kxnzfCq","Top 50 - Nicaragua","Your daily update of the most played tracks right now - Nicaragua.",15590,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
935,"37i9dQZEVXbJvfa0Yxg7E7","Top 50 - Norway","Your daily update of the most played tracks right now - Norway.",520993,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
936,"37i9dQZEVXbKypXHVwk1f0","Top 50 - Panama","Your daily update of the most played tracks right now - Panama.",93424,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
937,"37i9dQZEVXbJfdy5b0KP7W","Top 50 - Peru","Your daily update of the most played tracks right now - Peru.",449028,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
938,"37i9dQZEVXbNBz9cRCSFkY","Top 50 - Philippines","Your daily update of the most played tracks right now - Philippines.",1193323,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
939,"37i9dQZEVXbKyJS56d1pgi","Top 50 - Portugal","Your daily update of the most played tracks right now - Portugal.",195686,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
940,"37i9dQZEVXbNZbJ6TZelCq","Top 50 - Romania","Your daily update of the most played tracks right now - Romania.",27767,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
941,"37i9dQZEVXbLrQBcXqUtaC","Top 50 - Saudi Arabia","Your daily update of the most played tracks right now - Saudi Arabia.",5370,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
942,"37i9dQZEVXbK4gjvS1FjPY","Top 50 - Singapore","Your daily update of the most played tracks right now - Singapore.",129569,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
943,"37i9dQZEVXbKIVTPX9a2Sb","Top 50 - Slovakia","Your daily update of the most played tracks right now - Slovakia.",20419,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
944,"37i9dQZEVXbMH2jvi6jvjk","Top 50 - South Africa","Your daily update of the most played tracks right now - South Africa.",31193,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
945,"37i9dQZEVXbNxXF4SkHj9F","Top 50 - South Korea","Your daily update of the most played tracks right now - South Korea.",66030,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
946,"37i9dQZEVXbNFJfN1Vw8d9","Top 50 - Spain","Your daily update of the most played tracks right now - Spain.",1510955,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
947,"6zFJ2HTXC3d38AgpfcPGph","Top 50 - Suriname","Your weekly update of the most played tracks right now - Suriname.",105,"Spotify","spotify:user:by1zq46ly1v79bl16d296hy41",100,48,"2022-11-16"
948,"37i9dQZEVXbLoATJ81JYXz","Top 50 - Sweden","Your daily update of the most played tracks right now - Sweden.",602178,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
949,"37i9dQZEVXbJiyhoAPEfMK","Top 50 - Switzerland","Your daily update of the most played tracks right now - Switzerland.",120081,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
950,"37i9dQZEVXbMnZEatlMSiu","Top 50 - Taiwan","Your daily update of the most played tracks right now - Taiwan.",197926,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
951,"37i9dQZEVXbMnz8KIWsvf9","Top 50 - Thailand","Your daily update of the most played tracks right now - Thailand.",133099,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
952,"37i9dQZEVXbIVYVBNw9D5K","Top 50 - Turkey","Your daily update of the most played tracks right now - Turkey.",778369,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
953,"37i9dQZEVXbM4UZuIrvHvA","Top 50 - UAE","Your daily update of the most played tracks right now - UAE.",2729,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
954,"37i9dQZEVXbLRQDuF5jeBp","Top 50 - USA","Your daily update of the most played tracks right now - USA.",3414023,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
955,"37i9dQZEVXbKkidEfWYRuD","Top 50 - Ukraine","Your daily update of the most played tracks right now - Ukraine.",20386,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
956,"37i9dQZEVXbLnolsZ8PSNw","Top 50 - United Kingdom","Your daily update of the most played tracks right now - United Kingdom.",2180044,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
957,"37i9dQZEVXbLdGSmz6xilI","Top 50 - Vietnam","Your daily update of the most played tracks right now - Vietnam.",75659,"Spotify","spotify:user:spotify",100,50,"2022-11-16"
958,"5atgcoJ9pDa39CzCYdXkRi","Top 50 Polska","Twoja codzienna dawka aktualnie najpopularniejszych utworów w Polsce.",758,"Spotify","spotify:user:2156hfddk45dmqcy372ryrvzi",100,50,"2022-11-16"
959,"3seAKhZ9QXirBjL9lazOi4","Top 50+ Zimbabwe","Top Fresh Music Playlist. Updated Daily, refreshed every Saturday! Trending 2022 Trends Only! Vibes all way! @llermaz",85,"Spotify","spotify:user:31p7pd2zove76npybdfyl5b3gywm",100,252,"2022-11-16"
960,"37i9dQZEVXbMMy2roB9myp","Top 50 - Argentina","Your daily update of the most played tracks right now - Argentina.",1270565,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
961,"37i9dQZEVXbJPcfkRz0wJ0","Top 50 - Australia","Your daily update of the most played tracks right now - Australia.",808290,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
962,"37i9dQZEVXbKNHh6NIXu36","Top 50 - Austria","Your daily update of the most played tracks right now - Austria.",117998,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
963,"37i9dQZEVXbJNSeeHswcKB","Top 50 - Belgium","Your daily update of the most played tracks right now - Belgium.",267840,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
964,"37i9dQZEVXbJqfMFK4d691","Top 50 - Bolivia","Your daily update of the most played tracks right now - Bolivia.",91633,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
965,"37i9dQZEVXbMXbN3EUUhlg","Top 50 - Brazil","Your daily update of the most played tracks right now - Brazil.",3206854,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
966,"37i9dQZEVXbKj23U1GF4IR","Top 50 - Canada","Your daily update of the most played tracks right now - Canada.",332470,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
967,"37i9dQZEVXbL0GavIqMTeb","Top 50 - Chile","Your daily update of the most played tracks right now - Chile.",504414,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
968,"37i9dQZEVXbOa2lmxNORXQ","Top 50 - Colombia","Your daily update of the most played tracks right now - Colombia.",772945,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
969,"37i9dQZEVXbMZAjGMynsQX","Top 50 - Costa Rica","Your daily update of the most played tracks right now - Costa Rica.",139132,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
970,"37i9dQZEVXbL3J0k32lWnN","Top 50 - Denmark","Your daily update of the most played tracks right now - Denmark.",193081,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
971,"37i9dQZEVXbJlM6nvL1nD1","Top 50 - Ecuador","Your daily update of the most played tracks right now - Ecuador.",169071,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
972,"37i9dQZEVXbLesry2Qw2xS","Top 50 - Estonia","Your daily update of the most played tracks right now - Estonia.",16969,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
973,"37i9dQZEVXbMxcczTSoGwZ","Top 50 - Finland","Your daily update of the most played tracks right now - Finland.",131875,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
974,"37i9dQZEVXbIPWwFssbupI","Top 50 - France","Your daily update of the most played tracks right now - France.",817516,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
975,"37i9dQZEVXbJiZcmkrIHGU","Top 50 - Germany","Your daily update of the most played tracks right now - Germany.",2130813,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
976,"37i9dQZEVXbMDoHDwVN2tF","Top 50 - Global","Your daily update of the most played tracks right now - Global.",17017660,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
977,"37i9dQZEVXbJqdarpmTJDL","Top 50 - Greece","Your daily update of the most played tracks right now - Greece.",79795,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
978,"37i9dQZEVXbLy5tBFyQvd4","Top 50 - Guatemala","Your daily update of the most played tracks right now - Guatemala.",74750,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
979,"37i9dQZEVXbLwpL8TjsxOG","Top 50 - Hong Kong","Your daily update of the most played tracks right now - Hong Kong.",105123,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
980,"37i9dQZEVXbNHwMxAkvmF8","Top 50 - Hungary","Your daily update of the most played tracks right now - Hungary.",68467,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
981,"37i9dQZEVXbKMzVsSGQ49S","Top 50 - Iceland","Your daily update of the most played tracks right now - Iceland.",39769,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
982,"37i9dQZEVXbLZ52XmnySJg","Top 50 - India","Your daily update of the most played tracks right now - India.",353533,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
983,"37i9dQZEVXbObFQZ3JLcXt","Top 50 - Indonesia","Your daily update of the most played tracks right now - Indonesia.",623109,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
984,"37i9dQZEVXbKM896FDX8L1","Top 50 - Ireland","Your daily update of the most played tracks right now - Ireland.",239853,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
985,"37i9dQZEVXbJ6IpvItkve3","Top 50 - Israel","Your daily update of the most played tracks right now - Israel.",48817,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
986,"37i9dQZEVXbIQnj7RRhdSX","Top 50 - Italy","Your daily update of the most played tracks right now - Italy.",1026722,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
987,"37i9dQZEVXbKXQ4mDTEBXq","Top 50 - Japan","Your daily update of the most played tracks right now - Japan.",929205,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
988,"37i9dQZEVXbKGcyg6TFGx6","Top 50 - Luxembourg","Your daily update of the most played tracks right now - Luxembourg.",7371,"Spotify","spotify:user:spotify",100,44,"2022-11-17"
989,"37i9dQZEVXbJlfUljuZExa","Top 50 - Malaysia","Your daily update of the most played tracks right now - Malaysia.",201653,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
990,"37i9dQZEVXbO3qyFxbkOE1","Top 50 - Mexico","Your daily update of the most played tracks right now - Mexico.",1563167,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
991,"37i9dQZEVXbJU9eQpX8gPT","Top 50 - Morocco","Your daily update of the most played tracks right now - Morocco.",24838,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
992,"37i9dQZEVXbKCF6dqVpDkS","Top 50 - Netherlands","Your daily update of the most played tracks right now - Netherlands.",903893,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
993,"37i9dQZEVXbM8SIrkERIYl","Top 50 - New Zealand","Your daily update of the most played tracks right now - New Zealand.",210752,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
994,"37i9dQZEVXbISk8kxnzfCq","Top 50 - Nicaragua","Your daily update of the most played tracks right now - Nicaragua.",15596,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
995,"37i9dQZEVXbJvfa0Yxg7E7","Top 50 - Norway","Your daily update of the most played tracks right now - Norway.",521098,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
996,"37i9dQZEVXbKypXHVwk1f0","Top 50 - Panama","Your daily update of the most played tracks right now - Panama.",93433,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
997,"37i9dQZEVXbJfdy5b0KP7W","Top 50 - Peru","Your daily update of the most played tracks right now - Peru.",449080,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
998,"37i9dQZEVXbNBz9cRCSFkY","Top 50 - Philippines","Your daily update of the most played tracks right now - Philippines.",1193481,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
999,"37i9dQZEVXbKyJS56d1pgi","Top 50 - Portugal","Your daily update of the most played tracks right now - Portugal.",195711,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1000,"37i9dQZEVXbNZbJ6TZelCq","Top 50 - Romania","Your daily update of the most played tracks right now - Romania.",27777,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1001,"37i9dQZEVXbLrQBcXqUtaC","Top 50 - Saudi Arabia","Your daily update of the most played tracks right now - Saudi Arabia.",5380,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1002,"37i9dQZEVXbK4gjvS1FjPY","Top 50 - Singapore","Your daily update of the most played tracks right now - Singapore.",129584,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1003,"37i9dQZEVXbKIVTPX9a2Sb","Top 50 - Slovakia","Your daily update of the most played tracks right now - Slovakia.",20427,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1004,"37i9dQZEVXbMH2jvi6jvjk","Top 50 - South Africa","Your daily update of the most played tracks right now - South Africa.",31208,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1005,"37i9dQZEVXbNxXF4SkHj9F","Top 50 - South Korea","Your daily update of the most played tracks right now - South Korea.",66110,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1006,"37i9dQZEVXbNFJfN1Vw8d9","Top 50 - Spain","Your daily update of the most played tracks right now - Spain.",1511196,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1007,"6zFJ2HTXC3d38AgpfcPGph","Top 50 - Suriname","Your weekly update of the most played tracks right now - Suriname.",106,"Spotify","spotify:user:by1zq46ly1v79bl16d296hy41",100,48,"2022-11-17"
1008,"37i9dQZEVXbLoATJ81JYXz","Top 50 - Sweden","Your daily update of the most played tracks right now - Sweden.",602244,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1009,"37i9dQZEVXbJiyhoAPEfMK","Top 50 - Switzerland","Your daily update of the most played tracks right now - Switzerland.",120087,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1010,"37i9dQZEVXbMnZEatlMSiu","Top 50 - Taiwan","Your daily update of the most played tracks right now - Taiwan.",197972,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1011,"37i9dQZEVXbMnz8KIWsvf9","Top 50 - Thailand","Your daily update of the most played tracks right now - Thailand.",133140,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
1012,"37i9dQZEVXbIVYVBNw9D5K","Top 50 - Turkey","Your daily update of the most played tracks right now - Turkey.",778474,"Spotify","spotify:user:spotify",100,50,"2022-11-17"
